CustomerKey,First Name,Last Name,Full Name,Gender,DateFirstPurchase,Customer City,Country
12438,Bailey,Rogers,Bailey Rogers,FEMALE,2018-12-09,Colma,United States
12439,Megan,Bennett,Megan Bennett,FEMALE,2020-03-25,Beaverton,United States
12440,Francisco,Chandra,Francisco Chandra,MALE,2018-11-29,Burbank,United States
12441,Trevor,Simmons,Trevor Simmons,MALE,2018-12-03,Berkeley,United States
12442,Allison,Richardson,Allison Richardson,FEMALE,2018-11-30,Burbank,United States
12443,Garrett,James,Garrett James,MALE,2021-01-18,Burbank,United States
12444,Mackenzie,Phillips,Mackenzie Phillips,FEMALE,2020-03-03,Metchosin,Canada
12445,Cameron,Taylor,Cameron Taylor,MALE,2020-08-08,Oregon City,United States
12446,Jasmine,Hall,Jasmine Hall,FEMALE,2018-12-08,La Jolla,United States
12447,Carson,Hayes,Carson Hayes,MALE,2020-05-03,Port Hammond,Canada
12448,Hailey,Cox,Hailey Cox,FEMALE,2018-12-26,Lebanon,United States
12449,Dylan,Brown,Dylan Brown,MALE,2020-06-10,Port Hammond,Canada
12450,Cody,Cook,Cody Cook,MALE,2018-12-24,Imperial Beach,United States
12451,Anna,Simmons,Anna Simmons,FEMALE,2020-06-20,Vancouver,Canada
12452,Sean,Sanchez,Sean Sanchez,MALE,2018-12-21,Spokane,United States
12453,Madison,Bennett,Madison Bennett,FEMALE,2020-05-20,W. Linn,United States
12454,Samuel,Griffin,Samuel Griffin,MALE,2020-04-08,Bremerton,United States
12455,Benjamin,Lewis,Benjamin Lewis,MALE,2020-11-17,Mill Valley,United States
12456,Thomas,Chen,Thomas Chen,MALE,2021-01-16,Burien,United States
12457,Misty,Rai,Misty Rai,FEMALE,2020-04-04,Beaverton,United States
12458,Veronica,Sanchez,Veronica Sanchez,FEMALE,2020-09-04,Bottrop,Germany
12459,Stefanie,Rodriguez,Stefanie Rodriguez,FEMALE,2019-07-02,Milton Keynes,United Kingdom
12460,Dominique,Malhotra,Dominique Malhotra,FEMALE,2019-07-25,London,United Kingdom
12461,Ruth,Suri,Ruth Suri,FEMALE,2019-08-15,Hamburg,Germany
12462,Levi,Suri,Levi Suri,MALE,2019-09-07,Sulzbach Taunus,Germany
12463,Todd,Huang,Todd Huang,MALE,2019-07-06,Cheltenham,United Kingdom
12464,Jared,Cook,Jared Cook,MALE,2018-07-23,Bobigny,France
12465,Cassandra,Patel,Cassandra Patel,FEMALE,2020-03-30,Gloucestershire,United Kingdom
12466,Willie,He,Willie He,MALE,2020-03-19,Drancy,France
12467,Jennifer,Jones,Jennifer Jones,FEMALE,2020-04-21,Paris,France
12468,Wayne,Nath,Wayne Nath,MALE,2018-07-12,Paris,France
12469,Shane,Srini,Shane Srini,MALE,2020-09-19,Paderborn,Germany
12470,Barbara,He,Barbara He,FEMALE,2020-11-23,Berlin,Germany
12471,Lacey,Zeng,Lacey Zeng,FEMALE,2020-03-16,Bottrop,Germany
12472,Jeffery,Zhang,Jeffery Zhang,MALE,2020-08-09,Colombes,France
12473,Sergio,Sai,Sergio Sai,MALE,2019-07-11,York,United Kingdom
12474,Tammy,Chandra,Tammy Chandra,FEMALE,2018-07-22,Cergy,France
12475,Logan,Carter,Logan Carter,MALE,2019-09-03,Solingen,Germany
12476,Rodney,Jimenez,Rodney Jimenez,MALE,2020-10-09,Milton Keynes,United Kingdom
12477,Robin,Gill,Robin Gill,FEMALE,2020-12-09,Paris,France
12478,Ruben,Mehta,Ruben Mehta,MALE,2020-12-30,Bottrop,Germany
12479,Priscilla,Tang,Priscilla Tang,FEMALE,2019-09-04,Frankfurt,Germany
12480,Meredith,Alvarez,Meredith Alvarez,FEMALE,2018-07-10,Lille,France
12481,Victor,Diaz,Victor Diaz,MALE,2020-03-08,Berlin,Germany
12482,Jerome,Browning,Jerome Browning,MALE,2020-12-25,Orly,France
12483,Amanda,Perez,Amanda Perez,FEMALE,2018-07-04,Roubaix,France
12484,Lori,Suarez,Lori Suarez,FEMALE,2019-09-24,Hamburg,Germany
12485,Veronica,Subram,Veronica Subram,FEMALE,2018-07-12,Colomiers,France
12486,Kristen,Ye,Kristen Ye,FEMALE,2019-07-19,West Sussex,United Kingdom
12487,Willie,Zhu,Willie Zhu,MALE,2019-09-14,Salzgitter,Germany
12488,Jay,Garcia,Jay Garcia,MALE,2020-09-20,Saint Germain en Laye,France
12489,Wayne,Rai,Wayne Rai,MALE,2020-03-20,Les Ulis,France
12490,Trisha,He,Trisha He,FEMALE,2020-03-18,Paris,France
12491,Alvin,Huang,Alvin Huang,MALE,2020-08-02,Oxford,United Kingdom
12492,Brittany,Price,Brittany Price,FEMALE,2019-07-13,Stoke-on-Trent,United Kingdom
12493,Dwayne,Vazquez,Dwayne Vazquez,MALE,2020-05-15,Ingolstadt,Germany
12494,Abby,Sandberg,Abby Sandberg,FEMALE,2018-07-01,Versailles,France
12495,Lucas,Miller,Lucas Miller,MALE,2019-09-18,Frankfurt,Germany
12496,Melanie,Cox,Melanie Cox,FEMALE,2020-08-20,Gateshead,United Kingdom
12497,Ashlee,Kumar,Ashlee Kumar,FEMALE,2020-07-01,Saarbrücken,Germany
12498,Eduardo,Diaz,Eduardo Diaz,MALE,2020-06-29,Hamburg,Germany
12499,Heather,Wang,Heather Wang,FEMALE,2019-09-13,München,Germany
12500,Kathleen,Vazquez,Kathleen Vazquez,FEMALE,2019-09-01,Offenbach,Germany
12501,Cory,Sai,Cory Sai,MALE,2019-09-28,Solingen,Germany
12502,Darren,Sanchez,Darren Sanchez,MALE,2020-02-03,Oxon,United Kingdom
12503,Casey,Shen,Casey Shen,FEMALE,2020-02-15,York,United Kingdom
12504,Arthur,Gutierrez,Arthur Gutierrez,MALE,2020-04-25,Gloucestershire,United Kingdom
12505,Dalton,Martin,Dalton Martin,MALE,2020-03-01,Stoke-on-Trent,United Kingdom
12506,Preston,Sanchez,Preston Sanchez,MALE,2020-02-11,West Sussex,United Kingdom
12507,Ian,Bell,Ian Bell,MALE,2020-04-11,Solingen,Germany
12508,Nichole,Anand,Nichole Anand,FEMALE,2020-05-31,Bury,United Kingdom
12509,Marc,Ferrier,Marc Ferrier,MALE,2020-02-21,Drancy,France
12510,Roberto,Sanz,Roberto Sanz,MALE,2018-08-27,Lieusaint,France
12511,Grant,Chander,Grant Chander,MALE,2020-06-28,Paris,France
12512,Carolyn,Gomez,Carolyn Gomez,FEMALE,2020-03-23,Berlin,Germany
12513,Austin,Thompson,Austin Thompson,MALE,2020-06-17,Stoke-on-Trent,United Kingdom
12514,Lacey,Becker,Lacey Becker,FEMALE,2020-02-14,Paris,France
12515,Shelby,Bailey,Shelby Bailey,FEMALE,2020-07-24,Roubaix,France
12516,Shawna,Chander,Shawna Chander,FEMALE,2020-12-16,Frankfurt am Main,Germany
12517,Alexa,Watson,Alexa Watson,FEMALE,2020-10-19,Kassel,Germany
12518,Jacquelyn,Dominguez,Jacquelyn Dominguez,FEMALE,2020-08-01,Solingen,Germany
12519,Casey,Gutierrez,Casey Gutierrez,MALE,2020-05-11,Peterborough,United Kingdom
12520,Seth,Jackson,Seth Jackson,MALE,2018-08-02,Saint Germain en Laye,France
12521,Meredith,Dominguez,Meredith Dominguez,FEMALE,2019-10-05,Offenbach,Germany
12522,Brandy,Sanchez,Brandy Sanchez,FEMALE,2018-08-24,Pantin,France
12523,Steve,Wagner,Steve Wagner,MALE,2018-08-28,Paris,France
12524,Kate,Shan,Kate Shan,FEMALE,2020-06-13,Les Ulis,France
12525,Chelsea,Rodriguez,Chelsea Rodriguez,FEMALE,2020-05-25,Esher-Molesey,United Kingdom
12526,Michele,Suarez,Michele Suarez,FEMALE,2019-07-10,London,United Kingdom
12527,José,Rodriguez,José Rodriguez,MALE,2020-12-17,Burbank,United States
12528,Devin,Wilson,Devin Wilson,MALE,2020-08-28,Spokane,United States
12529,Isaiah,Allen,Isaiah Allen,MALE,2021-01-19,Berkeley,United States
12530,Isabel,Coleman,Isabel Coleman,FEMALE,2020-02-15,Shawnee,Canada
12531,Autumn,Xu,Autumn Xu,FEMALE,2020-03-18,Beaverton,United States
12532,Jose,Carter,Jose Carter,MALE,2020-09-26,Metchosin,Canada
12533,Luis,Washington,Luis Washington,MALE,2020-02-01,Walla Walla,United States
12534,Katie,Shan,Katie Shan,FEMALE,2020-09-08,Saint Ouen,France
12535,Clifford,Kapoor,Clifford Kapoor,MALE,2020-09-18,Solingen,Germany
12536,Javier,Dominguez,Javier Dominguez,MALE,2020-11-21,Solingen,Germany
12537,Terrence,Luo,Terrence Luo,MALE,2020-06-24,Paris,France
12538,Paula,Blanco,Paula Blanco,FEMALE,2020-05-27,Berlin,Germany
12539,Marc,Dominguez,Marc Dominguez,MALE,2020-11-30,Orly,France
12540,Levi,Sara,Levi Sara,MALE,2020-03-02,Peterborough,United Kingdom
12541,Jonathan,Zhang,Jonathan Zhang,MALE,2020-06-15,Drancy,France
12542,Preston,Patel,Preston Patel,MALE,2021-01-11,Paris,France
12543,Ruben,Alvarez,Ruben Alvarez,MALE,2020-05-04,Verrieres Le Buisson,France
12544,Bruce,Jordan,Bruce Jordan,MALE,2020-12-21,Kiel,Germany
12545,Marc,Ruiz,Marc Ruiz,MALE,2020-07-27,Berks,United Kingdom
12546,Clarence,Andersen,Clarence Andersen,MALE,2019-10-06,Mühlheim,Germany
12547,Bradley,Nara,Bradley Nara,MALE,2018-08-14,Les Ulis,France
12548,Alexandra,Collins,Alexandra Collins,FEMALE,2019-10-16,Bottrop,Germany
12549,Donna,Xie,Donna Xie,FEMALE,2018-08-18,Paris,France
12550,Austin,Diaz,Austin Diaz,MALE,2020-06-13,Oxford,United Kingdom
12551,Julio,Ramos,Julio Ramos,MALE,2020-08-09,London,United Kingdom
12552,Bruce,Torres,Bruce Torres,MALE,2020-10-13,Saint Ouen,France
12553,Toni,Fernandez,Toni Fernandez,FEMALE,2020-05-11,Suresnes,France
12554,Barry,Rodriguez,Barry Rodriguez,MALE,2020-07-27,Cambridge,United Kingdom
12555,Edgar,Malhotra,Edgar Malhotra,MALE,2020-09-03,Roubaix,France
12556,Manuel,Kapoor,Manuel Kapoor,MALE,2020-11-27,Werne,Germany
12557,Phillip,Lopez,Phillip Lopez,MALE,2020-05-07,Boulogne-Billancourt,France
12558,Amanda,Evans,Amanda Evans,FEMALE,2020-09-02,Bottrop,Germany
12559,Emmanuel,Lopez,Emmanuel Lopez,MALE,2019-07-23,London,United Kingdom
12560,Mandy,Gao,Mandy Gao,FEMALE,2019-07-15,London,United Kingdom
12561,Trisha,Lin,Trisha Lin,FEMALE,2018-09-25,Bobigny,France
12562,Kristina,Chandra,Kristina Chandra,FEMALE,2020-03-14,Paris,France
12563,Alejandro,Lin,Alejandro Lin,MALE,2020-07-01,Cheltenham,United Kingdom
12564,Marshall,Yang,Marshall Yang,MALE,2020-03-07,London,United Kingdom
12565,Kendra,Gutierrez,Kendra Gutierrez,FEMALE,2020-10-05,Paris,France
12566,Omar,Yang,Omar Yang,MALE,2020-05-31,London,United Kingdom
12567,Carmen,Arthur,Carmen Arthur,FEMALE,2020-02-11,Newcastle upon Tyne,United Kingdom
12568,Stacey,Ye,Stacey Ye,FEMALE,2020-02-13,Stoke-on-Trent,United Kingdom
12569,Kristin,Rai,Kristin Rai,FEMALE,2020-07-21,Warrington,United Kingdom
12570,Casey,Munoz,Casey Munoz,MALE,2019-01-02,Brisbane,Australia
12571,Jennifer,Green,Jennifer Green,FEMALE,2018-12-29,Coffs Harbour,Australia
12572,Alisha,Chander,Alisha Chander,FEMALE,2019-01-22,Findon,Australia
12573,Grant,Rai,Grant Rai,MALE,2019-01-08,Lavender Bay,Australia
12574,Derek,Raje,Derek Raje,MALE,2019-01-15,Silverwater,Australia
12575,Jaclyn,Shen,Jaclyn Shen,FEMALE,2019-01-15,Wollongong,Australia
12576,Walter,Dominguez,Walter Dominguez,MALE,2019-01-04,Melbourne,Australia
12577,Francis,Sanz,Francis Sanz,MALE,2019-02-15,Lane Cove,Australia
12578,Gavin,Perry,Gavin Perry,MALE,2019-02-14,Cranbourne,Australia
12579,Lydia,Sanchez,Lydia Sanchez,FEMALE,2019-02-15,Springwood,Australia
12580,Cedric,She,Cedric She,MALE,2019-02-14,South Melbourne,Australia
12581,Kristina,Fernandez,Kristina Fernandez,FEMALE,2019-02-27,Melton,Australia
12582,Carmen,Sara,Carmen Sara,FEMALE,2020-07-31,Springwood,Australia
12583,Tyrone,Ortega,Tyrone Ortega,MALE,2019-02-28,Newcastle,Australia
12584,Brittney,Ma,Brittney Ma,FEMALE,2019-02-10,Townsville,Australia
12585,Ian,Martinez,Ian Martinez,MALE,2019-02-28,Hobart,Australia
12586,Kellie,Hernandez,Kellie Hernandez,FEMALE,2019-02-03,Townsville,Australia
12587,Danny,Travers,Danny Travers,MALE,2020-11-03,Milsons Point,Australia
12588,Tracy,Chande,Tracy Chande,FEMALE,2019-01-29,Milsons Point,Australia
12589,Ruben,Rodriguez,Ruben Rodriguez,MALE,2019-02-19,Melbourne,Australia
12590,Mario,Chander,Mario Chander,MALE,2020-10-13,Newcastle upon Tyne,United Kingdom
12591,Meredith,Madan,Meredith Madan,FEMALE,2020-08-05,Berlin,Germany
12592,Amy,Li,Amy Li,FEMALE,2020-06-27,Birmingham,United Kingdom
12593,Benjamin,Zhang,Benjamin Zhang,MALE,2020-02-18,Bury,United Kingdom
12594,Sandra,Gao,Sandra Gao,FEMALE,2020-11-25,Cambridge,United Kingdom
12595,Mathew,Blanco,Mathew Blanco,MALE,2020-03-08,London,United Kingdom
12596,Armando,Romero,Armando Romero,MALE,2020-09-24,Milton Keynes,United Kingdom
12597,Franklin,Zhang,Franklin Zhang,MALE,2020-08-04,Kirkby,United Kingdom
12598,Alexandra,Bryant,Alexandra Bryant,FEMALE,2020-08-04,Stoke-on-Trent,United Kingdom
12599,Jillian,Fernandez,Jillian Fernandez,FEMALE,2019-08-17,Berks,United Kingdom
12600,Larry,Romero,Larry Romero,MALE,2020-09-08,Eilenburg,Germany
12601,Randy,Zhang,Randy Zhang,MALE,2020-08-29,Peterborough,United Kingdom
12602,Francisco,Srini,Francisco Srini,MALE,2020-02-20,London,United Kingdom
12603,Cole,Reed,Cole Reed,MALE,2020-04-06,Peterborough,United Kingdom
12604,Nathan,Lee,Nathan Lee,MALE,2020-05-30,Darmstadt,Germany
12605,Carol,Cooper,Carol Cooper,FEMALE,2020-05-12,Saarlouis,Germany
12606,Arthur,Van,Arthur Van,MALE,2020-09-03,Roubaix,France
12607,Tamara,Zhu,Tamara Zhu,FEMALE,2018-09-01,Verrieres Le Buisson,France
12608,Brett,Sanchez,Brett Sanchez,MALE,2019-08-08,Bury,United Kingdom
12609,Linda,Carlson,Linda Carlson,FEMALE,2019-08-08,Watford,United Kingdom
12610,Wendy,Gutierrez,Wendy Gutierrez,FEMALE,2020-07-08,York,United Kingdom
12611,Manuel,Sara,Manuel Sara,MALE,2020-07-01,Watford,United Kingdom
12612,Shannon,Torres,Shannon Torres,MALE,2019-08-15,Birmingham,United Kingdom
12613,Joel,Prasad,Joel Prasad,MALE,2018-08-30,Saint-Denis,France
12614,Lance,Gill,Lance Gill,MALE,2018-09-20,Versailles,France
12615,Nathan,Hill,Nathan Hill,MALE,2019-08-10,Leeds,United Kingdom
12616,Kelsey,Tang,Kelsey Tang,FEMALE,2020-05-20,München,Germany
12617,Jake,Ma,Jake Ma,MALE,2020-07-18,Hannover,Germany
12618,Dawn,Lal,Dawn Lal,FEMALE,2018-09-03,Lieusaint,France
12619,Priscilla,Rai,Priscilla Rai,FEMALE,2019-08-04,Oxford,United Kingdom
12620,Maurice,Lal,Maurice Lal,MALE,2018-09-20,Villeneuve-d'Ascq,France
12621,Barry,Martinez,Barry Martinez,MALE,2018-09-25,Paris,France
12622,Micheal,Rubio,Micheal Rubio,MALE,2019-08-19,London,United Kingdom
12623,Jesse,Sanchez,Jesse Sanchez,MALE,2019-08-24,Newcastle upon Tyne,United Kingdom
12624,Jamie,Xu,Jamie Xu,FEMALE,2019-10-15,Frankfurt am Main,Germany
12625,Carly,Andersen,Carly Andersen,FEMALE,2020-09-04,Colomiers,France
12626,Cassie,Lal,Cassie Lal,FEMALE,2020-11-08,London,United Kingdom
12627,Leah,Zheng,Leah Zheng,FEMALE,2020-04-21,London,United Kingdom
12628,Arturo,Ma,Arturo Ma,MALE,2020-07-07,Colomiers,France
12629,Russell,Nara,Russell Nara,MALE,2020-11-16,Hamburg,Germany
12630,Kevin,Simmons,Kevin Simmons,MALE,2019-08-09,Gateshead,United Kingdom
12631,Clarence,Gao,Clarence Gao,MALE,2018-10-25,Paris,France
12632,Bonnie,Nath,Bonnie Nath,FEMALE,2018-10-12,Sèvres,France
12633,Shannon,Suarez,Shannon Suarez,MALE,2020-07-15,Bracknell,United Kingdom
12634,Derrick,Ruiz,Derrick Ruiz,MALE,2019-08-29,London,United Kingdom
12635,Brad,Beck,Brad Beck,MALE,2020-03-22,Drancy,France
12636,Tamer,Salah,Tamer Salah,FEMALE,2020-05-31,Berlin,Germany
12637,Leonard,Nath,Leonard Nath,MALE,2019-09-08,London,United Kingdom
12638,Sebastian,Brooks,Sebastian Brooks,MALE,2020-10-04,Frankfurt,Germany
12639,Ruben,Lopez,Ruben Lopez,MALE,2020-02-18,Roncq,France
12640,Angel,Richardson,Angel Richardson,MALE,2019-09-15,Billericay,United Kingdom
12641,Willie,Raje,Willie Raje,MALE,2020-12-02,Paris,France
12642,Jimmy,Carlson,Jimmy Carlson,MALE,2020-05-15,Roubaix,France
12643,Kristina,Perez,Kristina Perez,FEMALE,2020-02-08,Stuttgart,Germany
12644,Rachel,Reed,Rachel Reed,FEMALE,2019-09-01,Esher-Molesey,United Kingdom
12645,Audrey,Ruiz,Audrey Ruiz,FEMALE,2019-09-15,York,United Kingdom
12646,Kenneth,Xu,Kenneth Xu,MALE,2020-02-21,Bonn,Germany
12647,Colleen,Anand,Colleen Anand,FEMALE,2019-08-28,Liverpool,United Kingdom
12648,Lori,Dominguez,Lori Dominguez,FEMALE,2019-09-23,Warrington,United Kingdom
12649,Omar,Goel,Omar Goel,MALE,2020-09-29,Paris,France
12650,Aaron,Wright,Aaron Wright,MALE,2018-10-06,Bobigny,France
12651,Martin,Malhotra,Martin Malhotra,MALE,2020-10-05,Lille,France
12652,Carolyn,Martin,Carolyn Martin,FEMALE,2020-09-01,London,United Kingdom
12653,Nichole,Andersen,Nichole Andersen,FEMALE,2019-09-12,London,United Kingdom
12654,Briana,Gill,Briana Gill,FEMALE,2020-02-23,Liverpool,United Kingdom
12655,Larry,Vazquez,Larry Vazquez,MALE,2018-10-10,Colombes,France
12656,Blake,Roberts,Blake Roberts,MALE,2020-05-17,Versailles,France
12657,Audrey,Blanco,Audrey Blanco,FEMALE,2019-10-27,Grevenbroich,Germany
12658,Joy,Gomez,Joy Gomez,FEMALE,2019-09-10,York,United Kingdom
12659,Damien,Chande,Damien Chande,MALE,2020-04-16,Paris,France
12660,Toni,Sanchez,Toni Sanchez,FEMALE,2020-11-30,Orleans,France
12661,Deborah,Pal,Deborah Pal,FEMALE,2020-03-31,Orly,France
12662,Jessie,Huang,Jessie Huang,MALE,2020-12-12,Paris,France
12663,Morgan,Adams,Morgan Adams,FEMALE,2020-11-17,Saint-Denis,France
12664,Krista,Gill,Krista Gill,FEMALE,2020-05-12,Warrington,United Kingdom
12665,Joy,Suarez,Joy Suarez,FEMALE,2020-06-29,Cranbourne,Australia
12666,Jessie,Zhu,Jessie Zhu,MALE,2020-11-03,Hervey Bay,Australia
12667,Maria,Wood,Maria Wood,FEMALE,2019-02-01,Hobart,Australia
12668,Melissa,Patterson,Melissa Patterson,FEMALE,2019-02-10,Wollongong,Australia
12669,Irving,Schmidt,Irving Schmidt,MALE,2019-02-07,Coffs Harbour,Australia
12670,Sarah,Martinez,Sarah Martinez,FEMALE,2019-02-23,Sydney,Australia
12671,Alan,Huang,Alan Huang,MALE,2019-02-09,Rockhampton,Australia
12672,Carson,Butler,Carson Butler,MALE,2020-04-16,Sydney,Australia
12673,Colin,Stone,Colin Stone,MALE,2019-02-24,Melbourne,Australia
12674,Jimmy,Travers,Jimmy Travers,MALE,2019-02-20,Rockhampton,Australia
12675,Holly,Fernandez,Holly Fernandez,FEMALE,2019-02-10,Seaford,Australia
12676,Michele,Madan,Michele Madan,FEMALE,2019-02-18,Bendigo,Australia
12677,Cedric,Liu,Cedric Liu,MALE,2019-02-04,Coffs Harbour,Australia
12678,Dana,Serrano,Dana Serrano,FEMALE,2020-03-25,Silverwater,Australia
12679,Stacy,Gill,Stacy Gill,FEMALE,2020-03-13,Malabar,Australia
12680,George,Sanchez,George Sanchez,MALE,2019-02-21,Sydney,Australia
12681,Christy,Chow,Christy Chow,FEMALE,2019-02-26,Caloundra,Australia
12682,Kari,Subram,Kari Subram,FEMALE,2020-06-02,Melton,Australia
12683,Laura,Zhou,Laura Zhou,FEMALE,2019-02-18,Hervey Bay,Australia
12684,Shaun,Shen,Shaun Shen,MALE,2019-02-06,Goulburn,Australia
12685,Jaclyn,Xu,Jaclyn Xu,FEMALE,2019-01-29,Warrnambool,Australia
12686,Trisha,Zhou,Trisha Zhou,FEMALE,2019-02-28,Bendigo,Australia
12687,Marshall,Li,Marshall Li,MALE,2019-03-17,Coffs Harbour,Australia
12688,Stacy,Navarro,Stacy Navarro,FEMALE,2019-03-08,Hawthorne,Australia
12689,Tamara,Pal,Tamara Pal,FEMALE,2019-03-23,Caloundra,Australia
12690,Roger,Zhang,Roger Zhang,MALE,2020-07-05,Sydney,Australia
12691,Rafael,Andersen,Rafael Andersen,MALE,2020-04-24,Findon,Australia
12692,Glenn,Lu,Glenn Lu,MALE,2020-06-05,Hawthorne,Australia
12693,Ruth,Gonzalez,Ruth Gonzalez,FEMALE,2019-03-02,Rhodes,Australia
12694,Jay,Arthur,Jay Arthur,MALE,2019-03-12,St. Leonards,Australia
12695,Kari,Ruiz,Kari Ruiz,FEMALE,2020-05-10,Coffs Harbour,Australia
12696,Stacey,Hu,Stacey Hu,FEMALE,2020-05-12,Silverwater,Australia
12697,Brenda,Stone,Brenda Stone,FEMALE,2020-09-07,Milsons Point,Australia
12698,Mohamed,Pal,Mohamed Pal,MALE,2019-03-13,Port Macquarie,Australia
12699,Amy,Chow,Amy Chow,FEMALE,2019-03-14,Melbourne,Australia
12700,Mindy,Kumar,Mindy Kumar,FEMALE,2019-04-28,Hawthorne,Australia
12701,Gary,Gutierrez,Gary Gutierrez,MALE,2019-04-17,Newcastle,Australia
12702,Yolanda,Shan,Yolanda Shan,FEMALE,2019-04-18,Townsville,Australia
12703,Renee,Suarez,Renee Suarez,FEMALE,2019-04-04,Lavender Bay,Australia
12704,Barbara,Nara,Barbara Nara,FEMALE,2020-08-08,Geelong,Australia
12705,Andre,Garcia,Andre Garcia,MALE,2019-03-30,Perth,Australia
12706,Louis,Liang,Louis Liang,MALE,2019-04-12,Hawthorne,Australia
12707,Ian,Lewis,Ian Lewis,MALE,2018-12-23,Sedro Woolley,United States
12708,Bonnie,Pal,Bonnie Pal,FEMALE,2020-02-02,Chula Vista,United States
12709,Ian,Rodriguez,Ian Rodriguez,MALE,2018-12-08,San Carlos,United States
12710,Dalton,Evans,Dalton Evans,MALE,2020-03-17,Langley,Canada
12711,Heather,Zheng,Heather Zheng,FEMALE,2018-10-25,Les Ulis,France
12712,Arthur,Romero,Arthur Romero,MALE,2019-10-10,München,Germany
12713,Deborah,Xie,Deborah Xie,FEMALE,2019-10-11,Offenbach,Germany
12714,Colleen,Lu,Colleen Lu,FEMALE,2020-07-19,Hannover,Germany
12715,Eddie,Gill,Eddie Gill,MALE,2020-03-12,Seaford,Australia
12716,Dale,Shen,Dale Shen,MALE,2020-02-12,Croix,France
12717,Hannah,Wood,Hannah Wood,FEMALE,2018-10-21,Metz,France
12718,Tammy,Sai,Tammy Sai,FEMALE,2020-11-12,Paris,France
12719,Cheryl,Ruiz,Cheryl Ruiz,FEMALE,2020-07-10,Sèvres,France
12720,Nicolas,Chande,Nicolas Chande,MALE,2020-06-12,Suresnes,France
12721,Rebekah,Martinez,Rebekah Martinez,FEMALE,2020-05-04,Saarlouis,Germany
12722,Latasha,Gomez,Latasha Gomez,FEMALE,2020-04-06,Bottrop,Germany
12723,Kurt,Jai,Kurt Jai,MALE,2020-02-27,Orleans,France
12724,Eddie,Martin,Eddie Martin,MALE,2020-02-01,Münster,Germany
12725,Gabrielle,James,Gabrielle James,FEMALE,2020-08-18,Neunkirchen,Germany
12726,Kurt,Goel,Kurt Goel,MALE,2020-08-03,Ingolstadt,Germany
12727,Amanda,Ross,Amanda Ross,FEMALE,2020-06-25,Bobigny,France
12728,Jeremiah,Stewart,Jeremiah Stewart,MALE,2020-04-07,Frankfurt,Germany
12729,Jose,Perry,Jose Perry,MALE,2020-05-29,Peterborough,United Kingdom
12730,Karla,Becker,Karla Becker,FEMALE,2020-08-22,York,United Kingdom
12731,Steven,Murphy,Steven Murphy,MALE,2020-09-16,Werne,Germany
12732,Todd,Guo,Todd Guo,MALE,2020-08-22,Orleans,France
12733,Lacey,Cai,Lacey Cai,FEMALE,2020-04-10,London,United Kingdom
12734,Margaret,Zhou,Margaret Zhou,FEMALE,2020-09-22,Cergy,France
12735,Donald,Mehta,Donald Mehta,MALE,2019-10-08,Essen,Germany
12736,Diana,Ruiz,Diana Ruiz,FEMALE,2019-10-08,Frankfurt,Germany
12737,Brett,Chandra,Brett Chandra,MALE,2020-04-07,Colombes,France
12738,Melinda,Rubio,Melinda Rubio,FEMALE,2019-10-10,Berlin,Germany
12739,Evan,Young,Evan Young,MALE,2020-06-28,Kirkby,United Kingdom
12740,Kathryn,Goel,Kathryn Goel,FEMALE,2020-12-24,Berks,United Kingdom
12741,Raymond,Sam,Raymond Sam,MALE,2020-04-10,Stuttgart,Germany
12742,Samantha,Martinez,Samantha Martinez,FEMALE,2019-11-23,Solingen,Germany
12743,Carl,Kumar,Carl Kumar,MALE,2020-10-17,Bury,United Kingdom
12744,Anna,Moore,Anna Moore,FEMALE,2020-08-29,Cheltenham,United Kingdom
12745,Rafael,Wu,Rafael Wu,MALE,2019-10-13,Kirkby,United Kingdom
12746,Juan,Torres,Juan Torres,MALE,2020-07-24,Bury,United Kingdom
12747,Colleen,Hu,Colleen Hu,FEMALE,2019-11-27,Hamburg,Germany
12748,Grace,Bell,Grace Bell,FEMALE,2020-07-30,Drancy,France
12749,Miguel,Lee,Miguel Lee,MALE,2018-10-27,Chatou,France
12750,Teresa,Vazquez,Teresa Vazquez,FEMALE,2018-10-10,Morangis,France
12751,Priscilla,Xu,Priscilla Xu,FEMALE,2020-12-09,Erlangen,Germany
12752,Jonathon,Alvarez,Jonathon Alvarez,MALE,2020-07-06,Courbevoie,France
12753,Ramon,Zhao,Ramon Zhao,MALE,2020-03-04,Villeneuve-d'Ascq,France
12754,Lindsey,Deng,Lindsey Deng,FEMALE,2018-10-06,Saint-Denis,France
12755,Chloe,Hughes,Chloe Hughes,FEMALE,2018-12-13,Santa Cruz,United States
12756,Antonio,Butler,Antonio Butler,MALE,2018-12-18,Beverly Hills,United States
12757,Sara,Ramirez,Sara Ramirez,FEMALE,2020-04-03,Edmonds,United States
12758,Stephanie,Ramirez,Stephanie Ramirez,FEMALE,2020-05-26,Kirkland,United States
12759,Jada,Sanders,Jada Sanders,FEMALE,2020-06-26,Seattle,United States
12760,Krista,Gomez,Krista Gomez,FEMALE,2020-03-22,Cliffside,Canada
12761,Alexandra,Richardson,Alexandra Richardson,FEMALE,2018-12-23,Woodburn,United States
12762,Jonathan,Smith,Jonathan Smith,MALE,2018-12-22,Spring Valley,United States
12763,Chloe,Russell,Chloe Russell,FEMALE,2020-06-03,Cliffside,Canada
